title,identifier,url,date,pages,thumb_url,views,color,per_text,pen_color
"Marion Stokes Journal (Feb 6, 17, 23 and Mar 4, 5, 28, 1960)",marionstokesjournal1960-02-06,http://archive.org/details/marionstokesjournal1960-02-06,date:[1960-02-06 AND 1960-02-17 AND 1960-02-23 AND 1960-03-04 AND 1960-03-05 AND 1960-03-28],69,https://archive.org/download/marionstokesjournal1960-02-06/__ia_thumb.jpg,76,[232 223 205],17.6,undetermined
"Marion Stokes Journal (August, 1960)",marionstokesjournal1960-08-00,http://archive.org/details/marionstokesjournal1960-08,date:[1960-08-01 TO 1960-08-31],7,https://archive.org/download/marionstokesjournal1960-08-00/__ia_thumb.jpg,10,[215 180 162],14.3,undetermined
"Marion Stokes Journal (October 20, 1960)",marionstokesjournal1960-10-20,http://archive.org/details/marionstokesjournal1960-10-20,date:[1960-10-20],7,https://archive.org/download/marionstokesjournal1960-10-20/__ia_thumb.jpg,59,[231 219 199],36.1,undetermined
"Marion Stokes Journal (May 12, 1961)",marionstokesjournal1961-05-12,http://archive.org/details/marionstokesjournal1961-05-12,date:[1961-05-12],5,https://archive.org/download/marionstokesjournal1961-05-12/__ia_thumb.jpg,44,[236 229 213],16.6,undetermined
"Marion Stokes Journal (July, 1961)",marionstokesjournal1961-07-00,http://archive.org/details/marionstokesjournal1961-07,date:[1961-07-01 TO 1961-07-31],17,https://archive.org/download/marionstokesjournal1961-07-00/__ia_thumb.jpg,6,[228 221 206],13.5,undetermined
"Marion Stokes Journal (July 11, 1961)",marionstokesjournal1961-07-11,http://archive.org/details/marionstokesjournal1961-07-11,date:[1961-07-11],15,https://archive.org/download/marionstokesjournal1961-07-11/__ia_thumb.jpg,65,[240 234 218],12.7,undetermined
"Marion Stokes Journal (July 23, 1961)",marionstokesjournal1961-07-23,http://archive.org/details/marionstokesjournal1961-07-23,date:[1961-07-23],25,https://archive.org/download/marionstokesjournal1961-07-23/__ia_thumb.jpg,110,[234 228 212],14.5,undetermined
"Marion Stokes Journal (July 24 and 25, 1961)",marionstokesjournal1961-07-24,http://archive.org/details/marionstokesjournal1961-07-24,date:[1961-07-24 AND 1961-07-25],3,https://archive.org/download/marionstokesjournal1961-07-24/__ia_thumb.jpg,40,[227 220 204],13.8,undetermined
"Marion Stokes Journal (July 26, 1961)",marionstokesjournal1961-07-26,http://archive.org/details/marionstokesjournal1961-07-26,date:[1961-07-26],3,https://archive.org/download/marionstokesjournal1961-07-26/__ia_thumb.jpg,44,[231 226 208],15.0,undetermined
"Marion Stokes Journal (August, 1961)",marionstokesjournal1961-08-00,http://archive.org/details/marionstokesjournal1961-08,date:[1961-08-01 TO 1961-08-31],3,https://archive.org/download/marionstokesjournal1961-08-00/__ia_thumb.jpg,5,[232 222 199],17.2,undetermined
"Marion Stokes Journal (August 1, 1961)",marionstokesjournal1961-08-01,http://archive.org/details/marionstokesjournal1961-08-01,date:[1961-08-01],9,https://archive.org/download/marionstokesjournal1961-08-01/__ia_thumb.jpg,48,[231 226 209],14.0,undetermined
"Marion Stokes Journal (November, 1961)",marionstokesjournal1961-11-00,http://archive.org/details/marionstokesjournal1961-11,date:[1961-11-01 TO 1961-11-30],3,https://archive.org/download/marionstokesjournal1961-11-00/__ia_thumb.jpg,7,[238 205 200],28.7,undetermined
"Marion Stokes Journal (November 19, 1961)",marionstokesjournal1961-11-19,http://archive.org/details/marionstokesjournal1961-11-19,date:[1961-11-19],9,https://archive.org/download/marionstokesjournal1961-11-19/__ia_thumb.jpg,39,[232 222 200],21.0,undetermined
"Marion Stokes Journal (November 20, 1961)",marionstokesjournal1961-11-20,http://archive.org/details/marionstokesjournal1961-11-20,date:[1961-11-20],3,https://archive.org/download/marionstokesjournal1961-11-20/__ia_thumb.jpg,30,[233 222 199],31.6,undetermined
"Marion Stokes Journal (November 21, 1961)",marionstokesjournal1961-11-21,http://archive.org/details/marionstokesjournal1961-11-21,date:[1961-11-21],3,https://archive.org/download/marionstokesjournal1961-11-21/__ia_thumb.jpg,33,[229 215 191],41.6,undetermined
"Marion Stokes Journal (December 15, 1961)",marionstokesjournal1961-12-15,http://archive.org/details/marionstokesjournal1961-12-15,date:[1961-12-15],8,https://archive.org/download/marionstokesjournal1961-12-15/__ia_thumb.jpg,54,[210 186 145],13.3,undetermined
"Marion Stokes Journal (January 18, 1962)",marionstokesjournal1962-01-18,http://archive.org/details/marionstokesjournal1962-01-18,date:[1962-01-18],5,https://archive.org/download/marionstokesjournal1962-01-18/__ia_thumb.jpg,42,[212 185 147],28.2,undetermined
"Marion Stokes Journal (January 22, 1962)",marionstokesjournal1962-01-22,http://archive.org/details/marionstokesjournal1962-01-22,date:[1962-01-22],7,https://archive.org/download/marionstokesjournal1962-01-22/__ia_thumb.jpg,47,[208 184 142],17.0,undetermined
"Marion Stokes Journal (January 28, 1962)",marionstokesjournal1962-01-28,http://archive.org/details/marionstokesjournal1962-01-28,date:[1962-01-28],19,https://archive.org/download/marionstokesjournal1962-01-28/__ia_thumb.jpg,27,[212 189 148],13.2,undetermined
"Marion Stokes Journal (February 6, 1962)",marionstokesjournal1962-02-06,http://archive.org/details/marionstokesjournal1962-02-06,date:[1962-02-06],3,https://archive.org/download/marionstokesjournal1962-02-06/__ia_thumb.jpg,5,[212 189 149],13.4,undetermined
"Marion Stokes Journal (February 7, 1962)",marionstokesjournal1962-02-07,http://archive.org/details/marionstokesjournal1962-02-07,date:[1962-02-07],8,https://archive.org/download/marionstokesjournal1962-02-07/__ia_thumb.jpg,9,[212 188 147],14.5,undetermined
"Marion Stokes Journal (February 8, 1962)",marionstokesjournal1962-02-08,http://archive.org/details/marionstokesjournal1962-02-08,date:[1962-02-08],6,https://archive.org/download/marionstokesjournal1962-02-08/__ia_thumb.jpg,9,[217 189 149],14.4,undetermined
"Marion Stokes Journal (February 14, 1962)",marionstokesjournal1962-02-14,http://archive.org/details/marionstokesjournal1962-02-14,date:[1962-02-14],10,https://archive.org/download/marionstokesjournal1962-02-14/__ia_thumb.jpg,12,[209 183 141],40.4,undetermined
"Marion Stokes Journal (February 15, 1962)",marionstokesjournal1962-02-15,http://archive.org/details/marionstokesjournal1962-02-15,date:[1962-02-15],10,https://archive.org/download/marionstokesjournal1962-02-15/__ia_thumb.jpg,11,[213 190 149],13.9,undetermined
"Marion Stokes Journal (March 8, 1962)",marionstokesjournal1962-03-08,http://archive.org/details/marionstokesjournal1962-03-08,date:[1962-03-08],5,https://archive.org/download/marionstokesjournal1962-03-08/__ia_thumb.jpg,13,[213 190 150],14.1,undetermined
"Marion Stokes Journal (March 25, 1962)",marionstokesjournal1962-03-25,http://archive.org/details/marionstokesjournal1962-03-25,date:[1962-03-25],3,https://archive.org/download/marionstokesjournal1962-03-25/__ia_thumb.jpg,12,[214 186 145],17.8,undetermined
"Marion Stokes Journal (May 15, 1962)",marionstokesjournal1962-05-15,http://archive.org/details/marionstokesjournal1962-05-15,date:[1962-05-15],8,https://archive.org/download/marionstokesjournal1962-05-15/__ia_thumb.jpg,16,[213 189 149],18.6,undetermined
"Marion Stokes Journal (May 16, 1962)",marionstokesjournal1962-05-16,http://archive.org/details/marionstokesjournal1962-05-16,date:[1962-05-16],4,https://archive.org/download/marionstokesjournal1962-05-16/__ia_thumb.jpg,12,[213 190 150],20.0,undetermined
"Marion Stokes Journal (June 26, 1962)",marionstokesjournal1962-06-26,http://archive.org/details/marionstokesjournal1962-06-26,date:[1962-06-26],6,https://archive.org/download/marionstokesjournal1962-06-26/__ia_thumb.jpg,10,[231 220 197],12.6,undetermined
"Marion Stokes Journal (July 20, 1962)",marionstokesjournal1962-07-20,http://archive.org/details/marionstokesjournal1962-07-20,date:[1962-07-20],4,https://archive.org/download/marionstokesjournal1962-07-20/__ia_thumb.jpg,15,[238 230 209],14.6,undetermined
"Marion Stokes Journal (July 26, 1962)",marionstokesjournal1962-07-26,http://archive.org/details/marionstokesjournal1962-07-26,date:[1962-07-26],7,https://archive.org/download/marionstokesjournal1962-07-26/__ia_thumb.jpg,13,[241 235 218],24.0,undetermined
"Marion Stokes Journal (July 28, 1962)",marionstokesjournal1962-07-28,http://archive.org/details/marionstokesjournal1962-07-28,date:[1962-07-28],3,https://archive.org/download/marionstokesjournal1962-07-28/__ia_thumb.jpg,16,[233 222 199],13.0,undetermined
"Marion Stokes Journal (August 18, 1962)",marionstokesjournal1962-08-18,http://archive.org/details/marionstokesjournal1962-08-18,date:[1962-08-18],7,https://archive.org/download/marionstokesjournal1962-08-18/__ia_thumb.jpg,6,[236 231 217],12.7,undetermined
"Marion Stokes Journal (September 15, 1962)",marionstokesjournal1962-09-15,http://archive.org/details/marionstokesjournal1962-09-15,date:[1962-09-15],0,https://archive.org/download/marionstokesjournal1962-09-15/__ia_thumb.jpg,3,[207 182 141],36.9,undetermined
"Marion Stokes Journal (October 8, 1962)",marionstokesjournal1962-10-08,http://archive.org/details/marionstokesjournal1962-10-08,date:[1962-10-08],0,https://archive.org/download/marionstokesjournal1962-10-08/__ia_thumb.jpg,4,[232 225 204],18.9,undetermined
"Marion Stokes Journal (February 7, 1963)",marionstokesjournal1963-02-07,http://archive.org/details/marionstokesjournal1963-02-07,date:[1963-02-07],0,https://archive.org/download/marionstokesjournal1963-02-07/__ia_thumb.jpg,5,[232 225 204],15.4,undetermined
"Marion Stokes Journal (February 15, 1963)",marionstokesjournal1963-02-15,http://archive.org/details/marionstokesjournal1963-02-15,date:[1963-02-15],5,https://archive.org/download/marionstokesjournal1963-02-15/__ia_thumb.jpg,7,[240 238 228],14.6,undetermined
"Marion Stokes Journal (March, 1963)",marionstokesjournal1963-03-00,http://archive.org/details/marionstokesjournal1963-03,date:[1963-03-01 TO 1963-03-31],0,https://archive.org/download/marionstokesjournal1963-03-00/__ia_thumb.jpg,3,[242 240 231],20.0,undetermined
"Marion Stokes Journal (March 14, 1963)",marionstokesjournal1963-03-14,http://archive.org/details/marionstokesjournal1963-03-14,date:[1963-03-14],3,https://archive.org/download/marionstokesjournal1963-03-14/__ia_thumb.jpg,6,[244 241 231],12.7,undetermined
"Marion Stokes Journal (March 15, 1963)",marionstokesjournal1963-03-15,http://archive.org/details/marionstokesjournal1963-03-15,date:[1963-03-15],0,https://archive.org/download/marionstokesjournal1963-03-15/__ia_thumb.jpg,8,[239 234 219],21.0,undetermined
"Marion Stokes Journal (April 8, 1963)",marionstokesjournal1963-04-08,http://archive.org/details/marionstokesjournal1963-04-08,date:[1963-04-08],0,https://archive.org/download/marionstokesjournal1963-04-08/__ia_thumb.jpg,8,[235 230 217],21.2,undetermined
"Marion Stokes Journal (May 28, 1963)",marionstokesjournal1963-05-28,http://archive.org/details/marionstokesjournal1963-05-28,date:[1963-05-28],0,https://archive.org/download/marionstokesjournal1963-05-28/__ia_thumb.jpg,4,[236 231 220],15.6,undetermined
"Marion Stokes Journal (July 13, 1963)",marionstokesjournal1963-07-13,http://archive.org/details/marionstokesjournal1963-07-13,date:[1963-07-13],0,https://archive.org/download/marionstokesjournal1963-07-13/__ia_thumb.jpg,4,[239 235 222],18.3,undetermined
"Marion Stokes Journal (July 17, 1963)",marionstokesjournal1963-07-17,http://archive.org/details/marionstokesjournal1963-07-17,date:[1963-07-17],0,https://archive.org/download/marionstokesjournal1963-07-17/__ia_thumb.jpg,4,[239 235 223],15.5,undetermined
"Marion Stokes Journal (August 12, 1963)",marionstokesjournal1963-08-12,http://archive.org/details/marionstokesjournal1963-08-12,date:[1963-08-12],0,https://archive.org/download/marionstokesjournal1963-08-12/__ia_thumb.jpg,9,[237 234 223],15.0,undetermined
"Marion Stokes Journal (August 16, 1963)",marionstokesjournal1963-08-16,http://archive.org/details/marionstokesjournal1963-08-16,date:[1963-08-16],0,https://archive.org/download/marionstokesjournal1963-08-16/__ia_thumb.jpg,8,[237 234 223],17.9,undetermined
"Marion Stokes Journal (August 22, 1963)",marionstokesjournal1963-08-22,http://archive.org/details/marionstokesjournal1963-08-22,date:[1963-08-22],0,https://archive.org/download/marionstokesjournal1963-08-22/__ia_thumb.jpg,3,[237 234 222],17.6,undetermined
"Marion Stokes Journal (September 1, 1963)",marionstokesjournal1963-09-01,http://archive.org/details/marionstokesjournal1963-09-01,date:[1963-09-01],0,https://archive.org/download/marionstokesjournal1963-09-01/__ia_thumb.jpg,3,[235 231 218],18.1,undetermined
"Marion Stokes Journal (September 12, 1963)",marionstokesjournal1963-09-12,http://archive.org/details/marionstokesjournal1963-09-12,date:[1963-09-12],0,https://archive.org/download/marionstokesjournal1963-09-12/__ia_thumb.jpg,1,[231 217 199],16.9,undetermined
"Marion Stokes Journal (September 20, 1963)",marionstokesjournal1963-09-20,http://archive.org/details/marionstokesjournal1963-09-20,date:[1963-09-20],0,https://archive.org/download/marionstokesjournal1963-09-20/__ia_thumb.jpg,8,[233 222 198],25.5,undetermined
"Marion Stokes Journal (September 27, 1963)",marionstokesjournal1963-09-27,http://archive.org/details/marionstokesjournal1963-09-27,date:[1963-09-27],0,https://archive.org/download/marionstokesjournal1963-09-27/__ia_thumb.jpg,3,[230 220 196],13.0,undetermined
"Marion Stokes Journal (September 29, 1963)",marionstokesjournal1963-09-29,http://archive.org/details/marionstokesjournal1963-09-29,date:[1963-09-29],0,https://archive.org/download/marionstokesjournal1963-09-29/__ia_thumb.jpg,4,[235 222 201],15.1,undetermined
"Marion Stokes Journal (October 4, 1963)",marionstokesjournal1963-10-04,http://archive.org/details/marionstokesjournal1963-10-04,date:[1963-10-04],0,https://archive.org/download/marionstokesjournal1963-10-04/__ia_thumb.jpg,4,[236 231 218],16.7,undetermined
"Marion Stokes Journal (December 12, 1963)",marionstokesjournal1963-12-12,http://archive.org/details/marionstokesjournal1963-12-12,date:[1963-12-12],0,https://archive.org/download/marionstokesjournal1963-12-12/__ia_thumb.jpg,3,[232 221 197],32.1,undetermined
"Marion Stokes Journal (December 23, 1963)",marionstokesjournal1963-12-23,http://archive.org/details/marionstokesjournal1963-12-23,date:[1963-12-23],0,https://archive.org/download/marionstokesjournal1963-12-23/__ia_thumb.jpg,4,[232 226 210],15.2,undetermined
"Marion Stokes Journal (March 24, 1964)",marionstokesjournal1964-03-24,http://archive.org/details/marionstokesjournal1964-03-24,date:[1964-03-24],0,https://archive.org/download/marionstokesjournal1964-03-24/__ia_thumb.jpg,6,[239 225 161],27.7,undetermined
"Marion Stokes Journal (March 30, 1964)",marionstokesjournal1964-03-30,http://archive.org/details/marionstokesjournal1964-03-30,date:[1964-03-30],0,https://archive.org/download/marionstokesjournal1964-03-30/__ia_thumb.jpg,4,[243 226 158],28.0,undetermined
"Marion Stokes Journal (May 1, 1964)",marionstokesjournal1964-05-01,http://archive.org/details/marionstokesjournal1964-05-01,date:[1964-05-01],0,https://archive.org/download/marionstokesjournal1964-05-01/__ia_thumb.jpg,7,[236 224 202],16.0,undetermined
"Marion Stokes Journal (May 26, 1964)",marionstokesjournal1964-05-26,http://archive.org/details/marionstokesjournal1964-05-26,date:[1964-05-26],0,https://archive.org/download/marionstokesjournal1964-05-26/__ia_thumb.jpg,5,[240 235 213],13.1,undetermined
"Marion Stokes Journal (May 29, 1964)",marionstokesjournal1964-05-29,http://archive.org/details/marionstokesjournal1964-05-29,date:[1964-05-29],0,https://archive.org/download/marionstokesjournal1964-05-29/__ia_thumb.jpg,5,[233 224 201],13.6,undetermined
"Marion Stokes Journal (June 1, 1964)",marionstokesjournal1964-06-01,http://archive.org/details/marionstokesjournal1964-06-01,date:[1964-06-01],0,https://archive.org/download/marionstokesjournal1964-06-01/__ia_thumb.jpg,2,[236 230 211],28.6,undetermined
"Marion Stokes Journal (June 2, 1964)",marionstokesjournal1964-06-02,http://archive.org/details/marionstokesjournal1964-06-02,date:[1964-06-02],0,https://archive.org/download/marionstokesjournal1964-06-02/__ia_thumb.jpg,2,[236 231 214],20.9,undetermined
"Marion Stokes Journal (June 11, 1964)",marionstokesjournal1964-06-11,http://archive.org/details/marionstokesjournal1964-06-11,date:[1964-06-11],0,https://archive.org/download/marionstokesjournal1964-06-11/__ia_thumb.jpg,2,[234 229 213],15.0,undetermined
"Marion Stokes Journal (July, 1964)",marionstokesjournal1964-07-00,http://archive.org/details/marionstokesjournal1964-07,date:[1964-07-01 TO 1964-07-31],0,https://archive.org/download/marionstokesjournal1964-07-00/__ia_thumb.jpg,3,[217 198 162],28.0,undetermined
"Marion Stokes Journal (July 16, 1964)",marionstokesjournal1964-07-16,http://archive.org/details/marionstokesjournal1964-07-16,date:[1964-07-16],0,https://archive.org/download/marionstokesjournal1964-07-16/__ia_thumb.jpg,4,[231 216 188],8.8,undetermined
"Marion Stokes Journal (July 21, 1964)",marionstokesjournal1964-07-21,http://archive.org/details/marionstokesjournal1964-07-21,date:[1964-07-21],0,https://archive.org/download/marionstokesjournal1964-07-21/__ia_thumb.jpg,3,[231 217 192],13.7,undetermined
"Marion Stokes Journal (October 18, 1964)",marionstokesjournal1964-10-18,http://archive.org/details/marionstokesjournal1964-10-18,date:[1964-10-18],0,https://archive.org/download/marionstokesjournal1964-10-18/__ia_thumb.jpg,6,[234 231 217],13.8,undetermined
"Marion Stokes Journal (November 17, 1964)",marionstokesjournal1964-11-17,http://archive.org/details/marionstokesjournal1964-11-17,date:[1964-11-17],0,https://archive.org/download/marionstokesjournal1964-11-17/__ia_thumb.jpg,4,[216 195 161],17.8,undetermined
"Marion Stokes Journal (November 25, 1964)",marionstokesjournal1964-11-25,http://archive.org/details/marionstokesjournal1964-11-25,date:[1964-11-25],0,https://archive.org/download/marionstokesjournal1964-11-25/__ia_thumb.jpg,3,[236 233 220],18.6,undetermined
"Marion Stokes Journal (November 29, 1964)",marionstokesjournal1964-11-29,http://archive.org/details/marionstokesjournal1964-11-29,date:[1964-11-29],0,https://archive.org/download/marionstokesjournal1964-11-29/__ia_thumb.jpg,4,[230 225 210],14.5,undetermined
"Marion Stokes Journal (January 7, 1965)",marionstokesjournal1965-01-07,http://archive.org/details/marionstokesjournal1965-01-07,date:[1965-01-07],0,https://archive.org/download/marionstokesjournal1965-01-07/__ia_thumb.jpg,4,[239 235 219],15.6,undetermined
"Marion Stokes Journal (January 12, 1965)",marionstokesjournal1965-01-12,http://archive.org/details/marionstokesjournal1965-01-12,date:[1965-01-12],0,https://archive.org/download/marionstokesjournal1965-01-12/__ia_thumb.jpg,3,[234 229 212],16.2,undetermined
"Marion Stokes Journal (February 3, 1965)",marionstokesjournal1965-02-03,http://archive.org/details/marionstokesjournal1965-02-03,date:[1965-02-03],0,https://archive.org/download/marionstokesjournal1965-02-03/__ia_thumb.jpg,3,[236 235 232],12.8,undetermined
"Marion Stokes Journal (February 15, 1965)",marionstokesjournal1965-02-15,http://archive.org/details/marionstokesjournal1965-02-15,date:[1965-02-15],0,https://archive.org/download/marionstokesjournal1965-02-15/__ia_thumb.jpg,3,[231 225 207],17.0,undetermined
"Marion Stokes Journal (March 3, 1965)",marionstokesjournal1965-03-03,http://archive.org/details/marionstokesjournal1965-03-03,date:[1965-03-03],0,https://archive.org/download/marionstokesjournal1965-03-03/__ia_thumb.jpg,3,[174 197 198],14.7,undetermined
"Marion Stokes Journal (March 12, 1965)",marionstokesjournal1965-03-12,http://archive.org/details/marionstokesjournal1965-03-12,date:[1965-03-12],0,https://archive.org/download/marionstokesjournal1965-03-12/__ia_thumb.jpg,3,[234 229 215],12.4,undetermined
"Marion Stokes Journal (March 17, 1965)",marionstokesjournal1965-03-17,http://archive.org/details/marionstokesjournal1965-03-17,date:[1965-03-17],0,https://archive.org/download/marionstokesjournal1965-03-17/__ia_thumb.jpg,2,[229 223 204],22.4,undetermined
"Marion Stokes Journal (March 23, 1965)",marionstokesjournal1965-03-23,http://archive.org/details/marionstokesjournal1965-03-23,date:[1965-03-23],0,https://archive.org/download/marionstokesjournal1965-03-23/__ia_thumb.jpg,3,[241 238 228],11.3,undetermined
"Marion Stokes Journal (April 13, 1965)",marionstokesjournal1965-04-13,http://archive.org/details/marionstokesjournal1965-04-13,date:[1965-04-13],0,https://archive.org/download/marionstokesjournal1965-04-13/__ia_thumb.jpg,2,[242 240 232],9.8,undetermined
"Marion Stokes Journal (April 25, 1965)",marionstokesjournal1965-04-25,http://archive.org/details/marionstokesjournal1965-04-25,date:[1965-04-25],0,https://archive.org/download/marionstokesjournal1965-04-25/__ia_thumb.jpg,3,[238 234 222],13.9,undetermined
"Marion Stokes Journal (May 3, 1965)",marionstokesjournal1965-05-03,http://archive.org/details/marionstokesjournal1965-05-03,date:[1965-05-03],0,https://archive.org/download/marionstokesjournal1965-05-03/__ia_thumb.jpg,4,[219 192 155],21.8,undetermined
"Marion Stokes Journal (May 10, 1965)",marionstokesjournal1965-05-10,http://archive.org/details/marionstokesjournal1965-05-10,date:[1965-05-10],0,https://archive.org/download/marionstokesjournal1965-05-10/__ia_thumb.jpg,2,[241 238 227],11.2,undetermined
"Marion Stokes Journal (May 11, 1965)",marionstokesjournal1965-05-11,http://archive.org/details/marionstokesjournal1965-05-11,date:[1965-05-11],0,https://archive.org/download/marionstokesjournal1965-05-11/__ia_thumb.jpg,2,[241 238 226],10.6,undetermined
"Marion Stokes Journal (June 1, 1965)",marionstokesjournal1965-06-01,http://archive.org/details/marionstokesjournal1965-06-01,date:[1965-06-01],0,https://archive.org/download/marionstokesjournal1965-06-01/__ia_thumb.jpg,4,[228 221 201],5.4,undetermined
"Marion Stokes Journal (June 10, 1965)",marionstokesjournal1965-06-10,http://archive.org/details/marionstokesjournal1965-06-10,date:[1965-06-10],0,https://archive.org/download/marionstokesjournal1965-06-10/__ia_thumb.jpg,2,[176 195 194],9.1,undetermined
"Marion Stokes Journal (June 20, 1965)",marionstokesjournal1965-06-20,http://archive.org/details/marionstokesjournal1965-06-20,date:[1965-06-20],0,https://archive.org/download/marionstokesjournal1965-06-20/__ia_thumb.jpg,4,[174 196 202],15.0,undetermined
"Marion Stokes Journal (June 24, 1965)",marionstokesjournal1965-06-24,http://archive.org/details/marionstokesjournal1965-06-24,date:[1965-06-24],0,https://archive.org/download/marionstokesjournal1965-06-24/__ia_thumb.jpg,5,[234 224 209],19.1,undetermined
"Marion Stokes Journal (June 26, 1965)",marionstokesjournal1965-06-26,http://archive.org/details/marionstokesjournal1965-06-26,date:[1965-06-26],0,https://archive.org/download/marionstokesjournal1965-06-26/__ia_thumb.jpg,3,[240 234 220],14.0,undetermined
"Marion Stokes Journal (September 10, 1965)",marionstokesjournal1965-09-10,http://archive.org/details/marionstokesjournal1965-09-10,date:[1965-09-10],0,https://archive.org/download/marionstokesjournal1965-09-10/__ia_thumb.jpg,3,[232 223 203],19.7,undetermined
"Marion Stokes Journal (September 11, 1965)",marionstokesjournal1965-09-11,http://archive.org/details/marionstokesjournal1965-09-11,date:[1965-09-11],0,https://archive.org/download/marionstokesjournal1965-09-11/__ia_thumb.jpg,3,[239 233 221],15.5,undetermined
"Marion Stokes Journal (October 11, 1965)",marionstokesjournal1965-10-11,http://archive.org/details/marionstokesjournal1965-10-11,date:[1965-10-11],0,https://archive.org/download/marionstokesjournal1965-10-11/__ia_thumb.jpg,3,[236 234 230],12.1,undetermined
"Marion Stokes Journal (November 9, 1965)",marionstokesjournal1965-11-09,http://archive.org/details/marionstokesjournal1965-11-09,date:[1965-11-09],0,https://archive.org/download/marionstokesjournal1965-11-09/__ia_thumb.jpg,3,[235 227 214],15.0,undetermined
"Marion Stokes Journal (November 14, 1965)",marionstokesjournal1965-11-14,http://archive.org/details/marionstokesjournal1965-11-14,date:[1965-11-14],0,https://archive.org/download/marionstokesjournal1965-11-14/__ia_thumb.jpg,3,[239 235 227],10.0,undetermined
"Marion Stokes Journal (November 17, 1965)",marionstokesjournal1965-11-17,http://archive.org/details/marionstokesjournal1965-11-17,date:[1965-11-17],0,https://archive.org/download/marionstokesjournal1965-11-17/__ia_thumb.jpg,4,[237 235 227],15.3,undetermined
"Marion Stokes Journal (November 20, 1965)",marionstokesjournal1965-11-20,http://archive.org/details/marionstokesjournal1965-11-20,date:[1965-11-20],0,https://archive.org/download/marionstokesjournal1965-11-20/__ia_thumb.jpg,2,[235 231 216],3.8,undetermined
"Marion Stokes Journal (November 26, 1965)",marionstokesjournal1965-11-26,http://archive.org/details/marionstokesjournal1965-11-26,date:[1965-11-26],0,https://archive.org/download/marionstokesjournal1965-11-26/__ia_thumb.jpg,3,[233 230 218],11.6,undetermined
"Marion Stokes Journal (December 5, 1965)",marionstokesjournal1965-12-05,http://archive.org/details/marionstokesjournal1965-12-05,date:[1965-12-05],0,https://archive.org/download/marionstokesjournal1965-12-05/__ia_thumb.jpg,5,[237 234 228],14.8,undetermined
"Marion Stokes Journal (December 13, 1965)",marionstokesjournal1965-12-13,http://archive.org/details/marionstokesjournal1965-12-13,date:[1965-12-13],0,https://archive.org/download/marionstokesjournal1965-12-13/__ia_thumb.jpg,4,[237 236 234],6.3,undetermined
"Marion Stokes Journal (December 17, 1965)",marionstokesjournal1965-12-17,http://archive.org/details/marionstokesjournal1965-12-17,date:[1965-12-17],0,https://archive.org/download/marionstokesjournal1965-12-17/__ia_thumb.jpg,5,[242 240 226],10.9,undetermined
"Marion Stokes Journal (December 26, 1965)",marionstokesjournal1965-12-26,http://archive.org/details/marionstokesjournal1965-12-26,date:[1965-12-26],0,https://archive.org/download/marionstokesjournal1965-12-26/__ia_thumb.jpg,3,[245 243 231],11.8,undetermined
"Marion Stokes Journal (January 2, 1966)",marionstokesjournal1966-01-02,http://archive.org/details/marionstokesjournal1966-01-02,date:[1966-01-02],0,https://archive.org/download/marionstokesjournal1966-01-02/__ia_thumb.jpg,3,[246 244 232],7.8,undetermined
"Marion Stokes Journal (February 12, 1966)",marionstokesjournal1966-02-12,http://archive.org/details/marionstokesjournal1966-02-12,date:[1966-02-12],0,https://archive.org/download/marionstokesjournal1966-02-12/__ia_thumb.jpg,2,[237 236 228],16.8,undetermined
"Marion Stokes Journal (March 24, 1966)",marionstokesjournal1966-03-24,http://archive.org/details/marionstokesjournal1966-03-24,date:[1966-03-24],0,https://archive.org/download/marionstokesjournal1966-03-24/__ia_thumb.jpg,3,[232 168 151],11.1,undetermined
"Marion Stokes Journal (April 11, 1966)",marionstokesjournal1966-04-11,http://archive.org/details/marionstokesjournal1966-04-11,date:[1966-04-11],0,https://archive.org/download/marionstokesjournal1966-04-11/__ia_thumb.jpg,5,[238 235 231],11.3,undetermined
"Marion Stokes Journal (April 15, 1966)",marionstokesjournal1966-04-15,http://archive.org/details/marionstokesjournal1966-04-15,date:[1966-04-15],0,https://archive.org/download/marionstokesjournal1966-04-15/__ia_thumb.jpg,3,[236 171 154],13.3,undetermined
"Marion Stokes Journal (April 26, 1966)",marionstokesjournal1966-04-26,http://archive.org/details/marionstokesjournal1966-04-26,date:[1966-04-26],0,https://archive.org/download/marionstokesjournal1966-04-26/__ia_thumb.jpg,1,[238 238 235],14.7,undetermined
"Marion Stokes Journal (April 27, 1966)",marionstokesjournal1966-04-27,http://archive.org/details/marionstokesjournal1966-04-27,date:[1966-04-27],0,https://archive.org/download/marionstokesjournal1966-04-27/__ia_thumb.jpg,3,[237 235 229],14.2,undetermined
"Marion Stokes Journal (May 2, 1966)",marionstokesjournal1966-05-02,http://archive.org/details/marionstokesjournal1966-05-02,date:[1966-05-02],0,https://archive.org/download/marionstokesjournal1966-05-02/__ia_thumb.jpg,3,[238 237 233],9.5,undetermined
"Marion Stokes Journal (May 4, 1966)",marionstokesjournal1966-05-04,http://archive.org/details/marionstokesjournal1966-05-04,date:[1966-05-04],0,https://archive.org/download/marionstokesjournal1966-05-04/__ia_thumb.jpg,2,[244 244 233],5.8,undetermined
