title,identifier,url,date,pages,thumb_url,views,color,per_text,pen_color
"Marion Stokes Journal (August 30, 1971)",marionstokesjournal1971-08-30,http://archive.org/details/marionstokesjournal1971-08-30,date:[1971-08-30],0,https://archive.org/download/marionstokesjournal1971-08-30/__ia_thumb.jpg,3,[240 238 227],13.5,undetermined
"Marion Stokes Journal (September 6, 1971)",marionstokesjournal1971-09-06,http://archive.org/details/marionstokesjournal1971-09-06,date:[1971-09-06],0,https://archive.org/download/marionstokesjournal1971-09-06/__ia_thumb.jpg,4,[242 239 226],4.3,undetermined
"Marion Stokes Journal (September 9, 1971)",marionstokesjournal1971-09-09,http://archive.org/details/marionstokesjournal1971-09-09,date:[1971-09-09],0,https://archive.org/download/marionstokesjournal1971-09-09/__ia_thumb.jpg,3,[233 223 197],13.8,undetermined
"Marion Stokes Journal (December 1, 1971)",marionstokesjournal1971-12-01,http://archive.org/details/marionstokesjournal1971-12-01,date:[1971-12-01],0,https://archive.org/download/marionstokesjournal1971-12-01/__ia_thumb.jpg,4,[238 232 212],12.2,undetermined
"Marion Stokes Journal (January 30, 1972)",marionstokesjournal1972-01-30,http://archive.org/details/marionstokesjournal1972-01-30,date:[1972-01-30],0,https://archive.org/download/marionstokesjournal1972-01-30/__ia_thumb.jpg,5,[242 244 234],25.2,undetermined
"Marion Stokes Journal (February 1, 1972)",marionstokesjournal1972-02-01,http://archive.org/details/marionstokesjournal1972-02-01,date:[1972-02-01],0,https://archive.org/download/marionstokesjournal1972-02-01/__ia_thumb.jpg,2,[243 243 234],15.2,undetermined
"Marion Stokes Journal (February 2, 1972)",marionstokesjournal1972-02-02,http://archive.org/details/marionstokesjournal1972-02-02,date:[1972-02-02],0,https://archive.org/download/marionstokesjournal1972-02-02/__ia_thumb.jpg,4,[244 243 234],9.8,undetermined
"Marion Stokes Journal (April 19, 1972)",marionstokesjournal1972-04-19,http://archive.org/details/marionstokesjournal1972-04-19,date:[1972-04-19],0,https://archive.org/download/marionstokesjournal1972-04-19/__ia_thumb.jpg,3,[238 238 228],16.4,undetermined
"Marion Stokes Journal (May 11, 1972)",marionstokesjournal1972-05-11,http://archive.org/details/marionstokesjournal1972-05-11,date:[1972-05-11],0,https://archive.org/download/marionstokesjournal1972-05-11/__ia_thumb.jpg,3,[239 238 227],8.7,undetermined
"Marion Stokes Journal (May 26, 1972)",marionstokesjournal1972-05-26,http://archive.org/details/marionstokesjournal1972-05-26,date:[1972-05-26],0,https://archive.org/download/marionstokesjournal1972-05-26/__ia_thumb.jpg,3,[243 241 231],18.6,undetermined
"Marion Stokes Journal (June 18, 1972)",marionstokesjournal1972-06-18,http://archive.org/details/marionstokesjournal1972-06-18,date:[1972-06-18],0,https://archive.org/download/marionstokesjournal1972-06-18/__ia_thumb.jpg,4,[236 231 210],7.1,undetermined
"Marion Stokes Journal (June 19, 1972)",marionstokesjournal1972-06-19,http://archive.org/details/marionstokesjournal1972-06-19,date:[1972-06-19],0,https://archive.org/download/marionstokesjournal1972-06-19/__ia_thumb.jpg,5,[243 237 216],26.6,undetermined
"Marion Stokes Journal (July 15, 1972)",marionstokesjournal1972-07-15,http://archive.org/details/marionstokesjournal1972-07-15,date:[1972-07-15],0,https://archive.org/download/marionstokesjournal1972-07-15/__ia_thumb.jpg,6,[236 234 220],13.9,undetermined
"Marion Stokes Journal (July 20, 1972)",marionstokesjournal1972-07-20,http://archive.org/details/marionstokesjournal1972-07-20,date:[1972-07-20],0,https://archive.org/download/marionstokesjournal1972-07-20/__ia_thumb.jpg,4,[241 240 228],5.1,undetermined
"Marion Stokes Journal (July 21, 1972)",marionstokesjournal1972-07-21,http://archive.org/details/marionstokesjournal1972-07-21,date:[1972-07-21],0,https://archive.org/download/marionstokesjournal1972-07-21/__ia_thumb.jpg,2,[239 238 227],14.5,undetermined
"Marion Stokes Journal (July 23, 1972)",marionstokesjournal1972-07-23,http://archive.org/details/marionstokesjournal1972-07-23,date:[1972-07-23],0,https://archive.org/download/marionstokesjournal1972-07-23/__ia_thumb.jpg,3,[241 240 227],25.5,undetermined
"Marion Stokes Journal (July 24, 1972)",marionstokesjournal1972-07-24,http://archive.org/details/marionstokesjournal1972-07-24,date:[1972-07-24],0,https://archive.org/download/marionstokesjournal1972-07-24/__ia_thumb.jpg,3,[245 243 231],2.7,undetermined
"Marion Stokes Journal (August 14, 1972)",marionstokesjournal1972-08-14,http://archive.org/details/marionstokesjournal1972-08-14,date:[1972-08-14],0,https://archive.org/download/marionstokesjournal1972-08-14/__ia_thumb.jpg,4,[240 240 227],19.5,undetermined
"Marion Stokes Journal (January, 1973)",marionstokesjournal1973-01-00,http://archive.org/details/marionstokesjournal1973-01,date:[1973-01-01 TO 1973-01-31],0,https://archive.org/download/marionstokesjournal1973-01-00/__ia_thumb.jpg,1,[241 240 230],5.2,undetermined
"Marion Stokes Journal (January 20, 1973)",marionstokesjournal1973-01-20,http://archive.org/details/marionstokesjournal1973-01-20,date:[1973-01-20],0,https://archive.org/download/marionstokesjournal1973-01-20/__ia_thumb.jpg,4,[239 239 233],21.1,undetermined
"Marion Stokes Journal (January 22, 1973)",marionstokesjournal1973-01-22,http://archive.org/details/marionstokesjournal1973-01-22,date:[1973-01-22],0,https://archive.org/download/marionstokesjournal1973-01-22/__ia_thumb.jpg,3,[242 239 225],12.3,undetermined
"Marion Stokes Journal (February 5, 1973)",marionstokesjournal1973-02-05,http://archive.org/details/marionstokesjournal1973-02-05,date:[1973-02-05],0,https://archive.org/download/marionstokesjournal1973-02-05/__ia_thumb.jpg,5,[236 235 230],13.1,undetermined
"Marion Stokes Journal (February 7, 1973)",marionstokesjournal1973-02-07,http://archive.org/details/marionstokesjournal1973-02-07,date:[1973-02-07],0,https://archive.org/download/marionstokesjournal1973-02-07/__ia_thumb.jpg,3,[243 241 234],14.8,undetermined
"Marion Stokes Journal (February 10, 1973)",marionstokesjournal1973-02-10,http://archive.org/details/marionstokesjournal1973-02-10,date:[1973-02-10],0,https://archive.org/download/marionstokesjournal1973-02-10/__ia_thumb.jpg,2,[241 240 233],13.2,undetermined
"Marion Stokes Journal (February 16, 1973)",marionstokesjournal1973-02-16,http://archive.org/details/marionstokesjournal1973-02-16,date:[1973-02-16],0,https://archive.org/download/marionstokesjournal1973-02-16/__ia_thumb.jpg,2,[243 240 229],3.7,undetermined
"Marion Stokes Journal (March 5, 1973)",marionstokesjournal1973-03-05,http://archive.org/details/marionstokesjournal1973-03-05,date:[1973-03-05],0,https://archive.org/download/marionstokesjournal1973-03-05/__ia_thumb.jpg,3,[242 241 235],8.6,undetermined
"Marion Stokes Journal (March 6, 1973)",marionstokesjournal1973-03-06,http://archive.org/details/marionstokesjournal1973-03-06,date:[1973-03-06],0,https://archive.org/download/marionstokesjournal1973-03-06/__ia_thumb.jpg,3,[242 241 229],1.5,undetermined
"Marion Stokes Journal (March 7, 1973)",marionstokesjournal1973-03-07,http://archive.org/details/marionstokesjournal1973-03-07,date:[1973-03-07],0,https://archive.org/download/marionstokesjournal1973-03-07/__ia_thumb.jpg,3,[243 241 233],9.8,undetermined
"Marion Stokes Journal (March 8, 1973)",marionstokesjournal1973-03-08,http://archive.org/details/marionstokesjournal1973-03-08,date:[1973-03-08],0,https://archive.org/download/marionstokesjournal1973-03-08/__ia_thumb.jpg,3,[243 241 234],12.6,undetermined
"Marion Stokes Journal (March 11, 1973)",marionstokesjournal1973-03-11,http://archive.org/details/marionstokesjournal1973-03-11,date:[1973-03-11],0,https://archive.org/download/marionstokesjournal1973-03-11/__ia_thumb.jpg,3,[243 241 231],12.3,undetermined
"Marion Stokes Journal (March 14, 1973)",marionstokesjournal1973-03-14,http://archive.org/details/marionstokesjournal1973-03-14,date:[1973-03-14],0,https://archive.org/download/marionstokesjournal1973-03-14/__ia_thumb.jpg,3,[243 239 229],12.6,undetermined
"Marion Stokes Journal (March 15, 1973)",marionstokesjournal1973-03-15,http://archive.org/details/marionstokesjournal1973-03-15,date:[1973-03-15],0,https://archive.org/download/marionstokesjournal1973-03-15/__ia_thumb.jpg,7,[242 240 233],12.0,undetermined
"Marion Stokes Journal (March 17, 1973)",marionstokesjournal1973-03-17,http://archive.org/details/marionstokesjournal1973-03-17,date:[1973-03-17],0,https://archive.org/download/marionstokesjournal1973-03-17/__ia_thumb.jpg,2,[244 243 237],7.5,undetermined
"Marion Stokes Journal (March 19, 1973)",marionstokesjournal1973-03-19,http://archive.org/details/marionstokesjournal1973-03-19,date:[1973-03-19],0,https://archive.org/download/marionstokesjournal1973-03-19/__ia_thumb.jpg,3,[244 242 232],8.0,undetermined
"Marion Stokes Journal (March 21, 1973)",marionstokesjournal1973-03-21,http://archive.org/details/marionstokesjournal1973-03-21,date:[1973-03-21],0,https://archive.org/download/marionstokesjournal1973-03-21/__ia_thumb.jpg,2,[243 242 232],8.4,undetermined
"Marion Stokes Journal (March 22, 1973)",marionstokesjournal1973-03-22,http://archive.org/details/marionstokesjournal1973-03-22,date:[1973-03-22],0,https://archive.org/download/marionstokesjournal1973-03-22/__ia_thumb.jpg,5,[246 244 232],0.3,undetermined
"Marion Stokes Journal (March 23, 1973)",marionstokesjournal1973-03-23,http://archive.org/details/marionstokesjournal1973-03-23,date:[1973-03-23],0,https://archive.org/download/marionstokesjournal1973-03-23/__ia_thumb.jpg,4,[246 244 232],0.8,undetermined
"Marion Stokes Journal (March 27, 1973)",marionstokesjournal1973-03-27,http://archive.org/details/marionstokesjournal1973-03-27,date:[1973-03-27],0,https://archive.org/download/marionstokesjournal1973-03-27/__ia_thumb.jpg,2,[244 242 231],4.6,undetermined
"Marion Stokes Journal (March 30, 1973)",marionstokesjournal1973-03-30,http://archive.org/details/marionstokesjournal1973-03-30,date:[1973-03-30],0,https://archive.org/download/marionstokesjournal1973-03-30/__ia_thumb.jpg,2,[240 239 232],12.8,undetermined
"Marion Stokes Journal (March 31, 1973)",marionstokesjournal1973-03-31,http://archive.org/details/marionstokesjournal1973-03-31,date:[1973-03-31],0,https://archive.org/download/marionstokesjournal1973-03-31/__ia_thumb.jpg,3,[245 240 231],13.6,undetermined
"Marion Stokes Journal (April 2, 1973)",marionstokesjournal1973-04-02,http://archive.org/details/marionstokesjournal1973-04-02,date:[1973-04-02],0,https://archive.org/download/marionstokesjournal1973-04-02/__ia_thumb.jpg,4,[240 237 225],11.7,undetermined
"Marion Stokes Journal (April 3, 1973)",marionstokesjournal1973-04-03,http://archive.org/details/marionstokesjournal1973-04-03,date:[1973-04-03],0,https://archive.org/download/marionstokesjournal1973-04-03/__ia_thumb.jpg,3,[244 243 236],7.1,undetermined
"Marion Stokes Journal (April 4, 1973)",marionstokesjournal1973-04-04,http://archive.org/details/marionstokesjournal1973-04-04,date:[1973-04-04],0,https://archive.org/download/marionstokesjournal1973-04-04/__ia_thumb.jpg,2,[239 233 218],6.7,undetermined
"Marion Stokes Journal (September 23, 1973)",marionstokesjournal1973-09-23,http://archive.org/details/marionstokesjournal1973-09-23,date:[1973-09-23],0,https://archive.org/download/marionstokesjournal1973-09-23/__ia_thumb.jpg,2,[244 238 226],14.4,undetermined
"Marion Stokes Journal (October 2, 1973)",marionstokesjournal1973-10-02,http://archive.org/details/marionstokesjournal1973-10-02,date:[1973-10-02],0,https://archive.org/download/marionstokesjournal1973-10-02/__ia_thumb.jpg,4,[245 241 230],10.4,undetermined
"Marion Stokes Journal (October 4, 1973)",marionstokesjournal1973-10-04,http://archive.org/details/marionstokesjournal1973-10-04,date:[1973-10-04],0,https://archive.org/download/marionstokesjournal1973-10-04/__ia_thumb.jpg,4,[244 242 232],12.1,undetermined
"Marion Stokes Journal (April 25, 1974)",marionstokesjournal1974-04-25,http://archive.org/details/marionstokesjournal1974-04-25,date:[1974-04-25],0,https://archive.org/download/marionstokesjournal1974-04-25/__ia_thumb.jpg,2,[242 239 229],8.5,undetermined
"Marion Stokes Journal (July 8, 1974)",marionstokesjournal1974-07-08,http://archive.org/details/marionstokesjournal1974-07-08,date:[1974-07-08],0,https://archive.org/download/marionstokesjournal1974-07-08/__ia_thumb.jpg,6,[241 239 227],13.2,undetermined
"Marion Stokes Journal (July 10, 1974)",marionstokesjournal1974-07-10,http://archive.org/details/marionstokesjournal1974-07-10,date:[1974-07-10],0,https://archive.org/download/marionstokesjournal1974-07-10/__ia_thumb.jpg,3,[243 240 230],9.7,undetermined
"Marion Stokes Journal (September 4, 1974)",marionstokesjournal1974-09-04,http://archive.org/details/marionstokesjournal1974-09-04,date:[1974-09-04],0,https://archive.org/download/marionstokesjournal1974-09-04/__ia_thumb.jpg,3,[227 211 161],17.8,undetermined
"Marion Stokes Journal (September 11, 1974)",marionstokesjournal1974-09-11,http://archive.org/details/marionstokesjournal1974-09-11,date:[1974-09-11],0,https://archive.org/download/marionstokesjournal1974-09-11/__ia_thumb.jpg,3,[233 212 160],16.1,undetermined
"Marion Stokes Journal (September 12, 1974)",marionstokesjournal1974-09-12,http://archive.org/details/marionstokesjournal1974-09-12,date:[1974-09-12],0,https://archive.org/download/marionstokesjournal1974-09-12/__ia_thumb.jpg,2,[233 214 161],13.0,undetermined
"Marion Stokes Journal (September 16, 1974)",marionstokesjournal1974-09-16,http://archive.org/details/marionstokesjournal1974-09-16,date:[1974-09-16],0,https://archive.org/download/marionstokesjournal1974-09-16/__ia_thumb.jpg,2,[232 212 160],15.7,undetermined
"Marion Stokes Journal (October 3, 1974)",marionstokesjournal1974-10-03,http://archive.org/details/marionstokesjournal1974-10-03,date:[1974-10-03],0,https://archive.org/download/marionstokesjournal1974-10-03/__ia_thumb.jpg,3,[227 212 161],16.1,undetermined
"Marion Stokes Journal (November 7, 1974)",marionstokesjournal1974-11-07,http://archive.org/details/marionstokesjournal1974-11-07,date:[1974-11-07],0,https://archive.org/download/marionstokesjournal1974-11-07/__ia_thumb.jpg,2,[242 241 228],21.9,undetermined
"Marion Stokes Journal (March 11, 1975)",marionstokesjournal1975-03-11,http://archive.org/details/marionstokesjournal1975-03-11,date:[1975-03-11],0,https://archive.org/download/marionstokesjournal1975-03-11/__ia_thumb.jpg,2,[242 240 231],17.7,undetermined
"Marion Stokes Journal (June 9, 1975)",marionstokesjournal1975-06-09,http://archive.org/details/marionstokesjournal1975-06-09,date:[1975-06-09],0,https://archive.org/download/marionstokesjournal1975-06-09/__ia_thumb.jpg,4,[241 240 225],19.5,undetermined
"Marion Stokes Journal (June 21, 1975)",marionstokesjournal1975-06-21,http://archive.org/details/marionstokesjournal1975-06-21,date:[1975-06-21],0,https://archive.org/download/marionstokesjournal1975-06-21/__ia_thumb.jpg,2,[234 219 174],16.6,undetermined
"Marion Stokes Journal (July 16, 1975)",marionstokesjournal1975-07-16,http://archive.org/details/marionstokesjournal1975-07-16,date:[1975-07-16],0,https://archive.org/download/marionstokesjournal1975-07-16/__ia_thumb.jpg,3,[241 240 230],25.0,undetermined
"Marion Stokes Journal (July 23, 1975)",marionstokesjournal1975-07-23,http://archive.org/details/marionstokesjournal1975-07-23,date:[1975-07-23],0,https://archive.org/download/marionstokesjournal1975-07-23/__ia_thumb.jpg,3,[243 237 225],14.1,undetermined
"Marion Stokes Journal (July 27, 1975)",marionstokesjournal1975-07-27,http://archive.org/details/marionstokesjournal1975-07-27,date:[1975-07-27],0,https://archive.org/download/marionstokesjournal1975-07-27/__ia_thumb.jpg,3,[244 240 229],12.0,undetermined
"Marion Stokes Journal (July 30, 1975)",marionstokesjournal1975-07-30,http://archive.org/details/marionstokesjournal1975-07-30,date:[1975-07-30],0,https://archive.org/download/marionstokesjournal1975-07-30/__ia_thumb.jpg,3,[228 213 161],29.9,undetermined
"Marion Stokes Journal (August 8, 1975)",marionstokesjournal1975-08-08,http://archive.org/details/marionstokesjournal1975-08-08,date:[1975-08-08],0,https://archive.org/download/marionstokesjournal1975-08-08/__ia_thumb.jpg,2,[236 234 224],26.4,undetermined
"Marion Stokes Journal (August 16, 1975)",marionstokesjournal1975-08-16,http://archive.org/details/marionstokesjournal1975-08-16,date:[1975-08-16],0,https://archive.org/download/marionstokesjournal1975-08-16/__ia_thumb.jpg,3,[230 210 160],15.8,undetermined
"Marion Stokes Journal (February 26, 1976)",marionstokesjournal1976-02-26,http://archive.org/details/marionstokesjournal1976-02-26,date:[1976-02-26],0,https://archive.org/download/marionstokesjournal1976-02-26/__ia_thumb.jpg,2,[238 234 216],33.9,undetermined
"Marion Stokes Journal (March 3, 1976)",marionstokesjournal1976-03-03,http://archive.org/details/marionstokesjournal1976-03-03,date:[1976-03-03],0,https://archive.org/download/marionstokesjournal1976-03-03/__ia_thumb.jpg,2,[237 236 224],23.6,undetermined
"Marion Stokes Journal (March 29, 1977)",marionstokesjournal1977-03-29,http://archive.org/details/marionstokesjournal1977-03-29,date:[1977-03-29],0,https://archive.org/download/marionstokesjournal1977-03-29/__ia_thumb.jpg,5,[219 195 152],16.0,undetermined
"Marion Stokes Journal (May 2, 1977)",marionstokesjournal1977-05-02,http://archive.org/details/marionstokesjournal1977-05-02,date:[1977-05-02],0,https://archive.org/download/marionstokesjournal1977-05-02/__ia_thumb.jpg,5,[242 241 232],12.1,undetermined
"Marion Stokes Journal (May 5, 1977)",marionstokesjournal1977-05-05,http://archive.org/details/marionstokesjournal1977-05-05,date:[1977-05-05],0,https://archive.org/download/marionstokesjournal1977-05-05/__ia_thumb.jpg,2,[244 242 234],6.8,undetermined
"Marion Stokes Journal (July 10, 1977)",marionstokesjournal1977-07-10,http://archive.org/details/marionstokesjournal1977-07-10,date:[1977-07-10],0,https://archive.org/download/marionstokesjournal1977-07-10/__ia_thumb.jpg,2,[240 225 196],21.9,undetermined
"Marion Stokes Journal (July 16, 1977)",marionstokesjournal1977-07-16,http://archive.org/details/marionstokesjournal1977-07-16,date:[1977-07-16],0,https://archive.org/download/marionstokesjournal1977-07-16/__ia_thumb.jpg,4,[234 225 202],19.4,undetermined
"Marion Stokes Journal (August 18, 1977)",marionstokesjournal1977-08-18,http://archive.org/details/marionstokesjournal1977-08-18,date:[1977-08-18],0,https://archive.org/download/marionstokesjournal1977-08-18/__ia_thumb.jpg,2,[240 237 219],10.2,undetermined
"Marion Stokes Journal (September 22, 1977)",marionstokesjournal1977-09-22,http://archive.org/details/marionstokesjournal1977-09-22,date:[1977-09-22],0,https://archive.org/download/marionstokesjournal1977-09-22/__ia_thumb.jpg,3,[245 242 231],1.4,undetermined
"Marion Stokes Journal (September 25, 1977)",marionstokesjournal1977-09-25,http://archive.org/details/marionstokesjournal1977-09-25,date:[1977-09-25],0,https://archive.org/download/marionstokesjournal1977-09-25/__ia_thumb.jpg,3,[245 242 232],6.9,undetermined
"Marion Stokes Journal (October 13, 1977)",marionstokesjournal1977-10-13,http://archive.org/details/marionstokesjournal1977-10-13,date:[1977-10-13],0,https://archive.org/download/marionstokesjournal1977-10-13/__ia_thumb.jpg,3,[236 233 223],21.5,undetermined
"Marion Stokes Journal (November 16, 1977)",marionstokesjournal1977-11-16,http://archive.org/details/marionstokesjournal1977-11-16,date:[1977-11-16],0,https://archive.org/download/marionstokesjournal1977-11-16/__ia_thumb.jpg,2,[241 240 232],6.9,undetermined
"Marion Stokes Journal (December 6, 1977)",marionstokesjournal1977-12-06,http://archive.org/details/marionstokesjournal1977-12-06,date:[1977-12-06],0,https://archive.org/download/marionstokesjournal1977-12-06/__ia_thumb.jpg,2,[244 241 232],12.1,undetermined
"Marion Stokes Journal (December 15, 1977)",marionstokesjournal1977-12-15,http://archive.org/details/marionstokesjournal1977-12-15,date:[1977-12-15],0,https://archive.org/download/marionstokesjournal1977-12-15/__ia_thumb.jpg,3,[242 239 235],19.7,undetermined
"Marion Stokes Journal (December 16, 1977)",marionstokesjournal1977-12-16,http://archive.org/details/marionstokesjournal1977-12-16,date:[1977-12-16],0,https://archive.org/download/marionstokesjournal1977-12-16/__ia_thumb.jpg,2,[240 232 220],19.7,undetermined
"Marion Stokes Journal (January 10, 11, and 12, 1978)",marionstokesjournal1978-01-10,http://archive.org/details/marionstokesjournal1978-01-10,date:[1978-01-10 AND 1978-01-11 AND 1978-01-12],0,https://archive.org/download/marionstokesjournal1978-01-10/__ia_thumb.jpg,3,[239 233 211],17.7,undetermined
"Marion Stokes Journal (January 17, 1978)",marionstokesjournal1978-01-17,http://archive.org/details/marionstokesjournal1978-01-17,date:[1978-01-17],0,https://archive.org/download/marionstokesjournal1978-01-17/__ia_thumb.jpg,4,[244 241 232],5.6,undetermined
"Marion Stokes Journal (January 18, 1978)",marionstokesjournal1978-01-18,http://archive.org/details/marionstokesjournal1978-01-18,date:[1978-01-18],0,https://archive.org/download/marionstokesjournal1978-01-18/__ia_thumb.jpg,3,[244 242 233],9.5,undetermined
"Marion Stokes Journal (February 16, 1978)",marionstokesjournal1978-02-16,http://archive.org/details/marionstokesjournal1978-02-16,date:[1978-02-16],0,https://archive.org/download/marionstokesjournal1978-02-16/__ia_thumb.jpg,3,[236 235 226],20.7,undetermined
"Marion Stokes Journal (May 6, 1978)",marionstokesjournal1978-05-06,http://archive.org/details/marionstokesjournal1978-05-06,date:[1978-05-06],0,https://archive.org/download/marionstokesjournal1978-05-06/__ia_thumb.jpg,2,[246 246 240],1.7,undetermined
"Marion Stokes Journal (September 18, 1978)",marionstokesjournal1978-09-18,http://archive.org/details/marionstokesjournal1978-09-18,date:[1978-09-18],0,https://archive.org/download/marionstokesjournal1978-09-18/__ia_thumb.jpg,3,[240 240 234],16.0,undetermined
"Marion Stokes Journal (September 22, 1978)",marionstokesjournal1978-09-22,http://archive.org/details/marionstokesjournal1978-09-22,date:[1978-09-22],0,https://archive.org/download/marionstokesjournal1978-09-22/__ia_thumb.jpg,2,[238 235 223],6.0,undetermined
"Marion Stokes Journal (December 18, 1978)",marionstokesjournal1978-12-18,http://archive.org/details/marionstokesjournal1978-12-18,date:[1978-12-18],0,https://archive.org/download/marionstokesjournal1978-12-18/__ia_thumb.jpg,3,[238 235 220],10.5,undetermined
"Marion Stokes Journal (December 19, 1982) and Post-Its from (November 28, and 29, and December 1, 4, 5, 6, 18, 19, 22, and 24, 1982)",marionstokesjournal1982-12-19,http://archive.org/details/marionstokesjournal1982-12-19,date:[1982-11-28 AND 1982-11-29 AND 1982-12-01 AND 1982-12-04 AND 1982-12-05 AND 1982-12-06 AND 1982-12-18 AND 1982-12-19 AND 1982-12-22 AND 1982-12-24],0,https://archive.org/download/marionstokesjournal1982-12-19/__ia_thumb.jpg,10,[241 239 229],43.2,undetermined
"Marion Stokes Journal (February 11, 1983)",marionstokesjournal1983-02-11,http://archive.org/details/marionstokesjournal1983-02-11,date:[1983-02-11],0,https://archive.org/download/marionstokesjournal1983-02-11/__ia_thumb.jpg,3,[239 240 234],14.6,undetermined
